"","lenguaje_punt","matematicas_punt","ciencias_sociales_punt","quimica_punt","fisica_punt","ingles_punt","idj","inst_pertenece_evaluado","estu_grupo_referencia","mod_comunica_escrita_punt","mod_ingles_punt","mod_lectura_critica","mod_razona_cuantitativo_punt","mod_comp_ciudadanas_punt","inse","d.gender_F","d.tuition_3","d.tuition_5","d.tuition_4","d.titulo_A","n"
"3583",50.2,48.68,46.91,41.14,46.57,42.99,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10,9.5,9,9,8.8,39.840444878,1,0,0,0,1,68
"3713",54.69,60.8,50.62,46.96,49.27,46.69,1104,"U. NACIONAL DE COL.","Agricultural Sciences",12.1,10.3,9.5,11.5,11.3,48.138766213,0,0,0,0,1,68
"3861",54.69,53.81,45.67,41.14,43.64,38.95,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.7,9.2,9.4,9.9,10.6,51.252417128,0,0,0,0,1,68
"4604",50.2,53.81,44.41,46.96,49.27,53.98,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9,9.6,9.2,9.7,9.2,55.568689052,1,0,0,0,0,68
"4614",59.31,48.68,46.91,48.75,54.25,48.49,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.2,10.2,11.2,10.7,11.6,49.550724757,1,0,0,0,1,68
"4676",47.92,58.51,45.67,48.75,46.57,44.86,1104,"U. NACIONAL DE COL.","Agricultural Sciences",8.8,10.4,10.1,10.2,8.9,36.905653484,1,0,0,0,0,68
"15493",45.3,45.66,44.09,49.26,46.37,32.24,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10,10,8.7,8.8,9.4,35.237770771,1,0,0,0,1,68
"28567",43.06,48.4,47.97,50.87,43.5,43.74,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.5,10.5,10.8,9.7,10,53.689734722,0,0,0,0,1,68
"28571",40.63,58.15,47.97,54.05,53.97,39.58,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.8,9.5,9.9,10.2,10.4,27.300829283,0,0,0,0,1,68
"31080",49.43,39.38,51.76,37.23,43.5,29.17,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.8,9.1,9.9,9.4,10.5,32.573575949,0,0,0,0,1,68
"39055",53.3,48.4,47.97,44.03,49.04,32.24,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,10.1,8.6,10.2,8.9,36.414703823,0,0,0,0,1,68
"44405",60.55,64.15,54.76,53.9,55.86,68.92,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.4,13.9,11.5,10.9,10.5,48.569051946,1,0,0,0,0,68
"44616",52.33,64.15,58.98,55.73,40.72,57.85,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.1,10.4,10.8,11.3,10,43.096333126,1,0,0,0,0,68
"44676",56.32,54.52,58.98,47.3,53.55,55.79,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,9.7,10.2,10.5,10.2,42.050782576,1,0,0,0,0,68
"44758",52.33,44.22,48.89,50.51,37.5,48.32,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.8,10,10.8,9.7,10.6,36.293511239,0,0,0,0,1,68
"44986",52.33,56.89,45.06,44.07,37.5,57.85,1104,"U. NACIONAL DE COL.","Agricultural Sciences",12.1,10.3,9.4,9.7,9.2,35.524810387,1,0,0,0,1,68
"46656",56.32,61.68,61.25,55.73,40.72,65.44,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.9,12.8,12.4,11.8,10.9,48.667493579,0,0,0,0,0,68
"47203",54.31,47.01,52.77,40.66,48.79,60.09,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10,9.9,9.9,9.6,8.6,34.621285778,1,0,0,0,0,68
"228261",58.39,44.22,56.83,48.89,43.61,55.79,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.6,12.7,11.2,10.6,10.6,54.242836191,1,0,0,0,1,68
"23468",58.39,41.17,45.06,44.07,46.28,44.66,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.8,9.8,9.2,8.9,10,42.419119231,1,0,0,0,1,68
"24058",54.31,49.62,48.89,44.07,46.28,33.81,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.4,9.2,10.1,11.5,9.7,27.238378046,0,0,0,0,0,68
"240841",54.31,47.01,54.76,52.17,33.79,68.92,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.5,14.4,11,9.7,11.4,38.125666247,1,1,0,0,1,68
"24464",52.33,33.72,46.98,45.7,48.79,48.32,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.3,9.4,9.6,10.1,8.7,41.553132813,1,0,0,0,0,68
"247881",54.31,33.72,46.98,50.51,43.61,46.51,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.8,9.6,9.2,9.6,10,33.073869921,0,0,0,0,0,68
"25170",52.33,47.01,56.83,47.3,53.55,44.66,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.1,9.1,10.9,10.7,11.3,37.20749313,0,0,0,0,1,68
"25308",68.09,59.27,52.77,50.51,53.55,50.13,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.6,9.8,10.8,11,11.9,47.067516553,1,0,0,0,1,68
"25774",54.31,28.76,52.77,45.7,40.72,40.78,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10,10.3,10.8,10.6,11.3,43.745043486,0,0,0,0,0,68
"258431",46.31,41.17,52.77,47.3,43.61,44.66,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.4,9.4,9.1,10.2,10.5,42.700216997,0,0,0,0,1,68
"260481",44.18,54.52,43.12,36.78,51.2,38.66,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.8,9.5,10,10.1,8.6,35.928190532,0,0,0,0,1,68
"297441",51.21,53.2,48.62,33.07,49.32,42.2,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.9,10,10.8,10.5,9.6,34.702743047,1,0,0,0,1,68
"393071",57.32,44.48,54.05,52.34,51.73,50.87,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.3,9.4,10.7,10.2,10,25.40962004,1,0,0,0,1,68
"397481",57.32,58.13,66.38,57.44,49.32,62.69,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,11.3,12.3,11,10.8,53.323808713,0,0,0,0,0,68
"413341",53.22,55.71,52.23,54.01,58.93,53.32,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.7,10.4,11.9,13.6,11.2,62.175835987,0,0,0,0,1,68
"42380",51.21,62.82,57.79,55.7,56.51,73.83,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.2,14.1,10.5,11.5,11,51.005794629,0,1,0,0,1,68
"432071",55.25,65.16,46.81,47.22,58.93,48.43,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.3,9.5,10.7,10.5,9.9,34.394355754,0,0,0,0,1,68
"481821",66.94,55.71,55.9,45.4,51.73,79.55,1104,"U. NACIONAL DE COL.","Agricultural Sciences",8.6,12.8,11,11.3,11,47.360940576,0,1,0,0,1,68
"489131",51.21,40.82,44.96,43.47,41.52,38.15,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,9.2,9.6,10.2,9.2,32.132478678,0,0,0,0,1,68
"570341",55.7,49.95,40.74,49.01,40.91,49.51,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.5,10.2,11,9.5,10.8,30.212130353,1,0,0,0,1,68
"578481",51.43,47.26,49.3,46.8,56.78,46.06,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,9.8,11.1,11.3,9.6,52.49480658,0,0,0,0,0,68
"580741",49.27,52.61,47.26,54.2,46.7,44.34,1104,"U. NACIONAL DE COL.","Agricultural Sciences",8.7,9.2,10.8,9.5,9.5,24.495327941,1,0,0,0,0,68
"583281",41.94,41.92,47.26,45.74,40.67,46.06,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.1,8.9,10.5,9.8,9.4,31.543874934,1,0,0,0,1,68
"584361",51.43,47.26,49.3,43.31,46.7,42.2,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.7,9.4,10.1,9.2,8.8,30.694564858,0,0,0,0,0,68
"587221",46.7,41.92,45,56.01,51.8,60.23,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.7,11.4,10.1,10.3,10,51.313809294,0,0,0,0,1,68
"599371",44.39,47.5,49.3,42.38,46.55,42.2,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.3,9.2,9.2,9.5,9.7,33.821217467,1,0,0,0,1,68
"601061",59.82,67.05,49.3,58.05,46.55,58.26,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.5,11.4,10.3,12.6,11.7,62.23734638,0,1,0,0,1,68
"601571",48.93,47.5,59.52,47.37,43.72,40.5,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,9.6,10.2,11.9,12.6,51.810872226,0,1,0,0,1,68
"607561",48.93,52.82,40.9,45.74,49.23,41.6,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.3,9.4,11.2,10.4,9.7,38.576930848,1,0,0,0,0,68
"608301",53.57,55.29,53.33,38.65,40.91,33.35,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,8.9,10.7,10.9,9.8,57.147229824,1,0,0,0,1,68
"644481",46.97,63.73,58.3,56.05,44.84,48.43,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.5,10.3,9.7,10.4,10.7,35.176467126,1,0,0,0,1,68
"688541",46.97,39.55,52.28,49.3,50.09,39.11,1104,"U. NACIONAL DE COL.","Agricultural Sciences",8.8,8.3,10.3,11.6,8.4,38.659625721,0,0,0,0,1,68
"788321",52.97,45.01,45.87,53.84,39.48,43.48,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.3,9.2,10.1,10.9,10,39.30205286,1,0,0,0,1,68
"83388",47.18,54.43,54.06,48.83,42.75,42.2,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10,9.4,11.9,10.4,10.5,43.135613981,0,0,0,0,1,68
"88366",48.95,58.89,58.3,49.3,41.92,39.11,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11,9.6,10.3,9.7,10.5,26.605724735,0,0,0,0,1,68
"95368",65.59,50.56,48.05,51.89,41.91,71.12,1104,"U. NACIONAL DE COL.","Agricultural Sciences",9.9,11.6,10.7,10.2,9.9,64.415446249,1,1,0,0,1,68
"96788",62.78,55.63,49.96,48.59,57.57,66.91,1104,"U. NACIONAL DE COL.","Agricultural Sciences",11.7,11.6,10.5,11,11,66.447003708,0,1,0,0,1,68
"97508",51.41,53.09,64.26,46.94,50.22,59.9,1104,"U. NACIONAL DE COL.","Agricultural Sciences",10.5,11.6,11.1,10.3,10.3,50.400910043,1,0,0,0,1,68
"1017",61.76,53.81,46.91,46.96,68.51,50.29,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",12.7,11.6,11.6,10.1,10.2,53.066022774,1,0,0,0,1,81
"4097",37.61,51.32,49.37,46.96,43.64,44.86,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.5,9.5,9.9,9.7,10.3,49.900234105,0,1,0,0,1,81
"13401",55.21,42.69,47.97,42.03,49.04,49.6,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.7,8.4,9.2,10.7,9.6,39.755015052,1,1,0,0,0,81
"29342",53.3,50.97,51.76,45.87,53.97,43.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.3,9.4,11.2,10.5,11.3,51.823323154,0,1,0,0,0,81
"34296",49.43,48.4,51.76,45.87,49.04,45.71,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,9.5,11,10.7,10.1,60.228768933,0,1,0,0,1,81
"34838",59.11,39.38,44.09,49.26,51.55,47.66,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.6,9.2,10.3,10.2,9.4,31.672577302,0,1,0,0,0,81
"35001",55.21,50.97,53.67,52.46,51.55,47.66,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",12.5,9.5,10,10.9,10.2,47.917477683,0,1,0,0,1,81
"35310",45.3,48.4,57.56,49.26,46.37,39.58,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.9,9.2,9.7,9.4,9.9,32.916753535,0,1,0,0,0,81
"36241",59.11,53.42,53.67,50.87,51.55,51.56,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.8,10,10.6,11.9,10.8,35.31677623,0,0,0,1,0,81
"36308",55.21,62.84,59.6,45.87,49.04,45.71,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.9,10.5,9.9,10.3,9.9,35.996210492,0,1,0,0,0,81
"37018",51.38,55.8,46.05,42.03,53.97,47.66,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.9,9.8,9.6,11.3,9.8,47.340498591,0,1,0,0,0,81
"37082",63.33,48.4,49.87,50.87,40.3,37.34,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.1,9.5,9.7,11,10.6,63.954818485,0,1,0,0,1,81
"38769",53.3,50.97,55.59,50.87,43.5,47.66,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.3,9.2,11.1,10.5,9.7,35.823396134,0,1,0,0,0,81
"38889",49.43,55.8,53.67,50.87,56.34,41.7,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.8,9.6,10,10.2,10.4,39.091570804,0,1,0,0,0,81
"39189",63.33,48.4,51.76,49.26,61.03,45.71,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.9,10,10.2,11,10.6,43.997704952,0,0,0,1,0,81
"39563",47.41,53.42,46.05,49.26,51.55,45.71,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.8,8.8,10,10.5,9.8,48.295330363,0,1,0,0,1,81
"39823",57.14,60.48,49.87,49.26,51.55,43.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.8,9.5,8.7,11,9.6,58.987010696,0,0,0,0,0,81
"40704",53.3,42.69,51.76,45.87,26.2,49.6,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.7,9.5,10,10.4,9.9,43.094444264,0,1,0,0,0,81
"41266",55.21,55.8,59.6,50.87,46.37,51.56,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.8,10.2,10.4,10.4,10.2,40.802432937,0,1,0,0,1,81
"51124",55.25,55.71,54.05,45.4,49.32,38.15,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.8,9.2,9.3,9.7,10.4,28.170973921,1,1,0,0,1,81
"51819",49.19,40.82,54.05,41.37,38.57,43.48,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.1,9.6,9.9,10.2,10,35.616255418,0,0,0,0,0,81
"53221",40.35,55.71,54.05,48.97,35.31,50.87,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10,9.8,10,9.9,10.9,47.901546552,0,1,0,0,1,81
"60043",55.25,65.16,54.05,52.34,49.32,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.9,9.5,11.5,10.7,11.2,45.928356909,1,1,0,0,0,81
"61396",47.14,58.13,48.62,54.01,46.84,57.13,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.7,10.6,10.4,9.7,10.2,46.399348254,1,1,0,0,1,81
"62312",53.22,62.82,52.23,61.18,51.73,58.45,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.1,10.1,11.5,10.7,11.1,58.063529664,1,1,0,0,0,81
"63275",49.19,44.48,55.9,54.01,61.41,42.2,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.4,9.4,9.1,10.2,10.4,56.131507439,0,1,0,0,0,81
"64073",55.25,47.67,57.79,47.22,46.84,49.65,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.2,10.3,10,10,9.9,34.752485804,1,1,0,0,1,81
"65644",55.25,58.13,50.42,57.44,49.32,61.22,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.6,11.5,10.8,10.8,10.4,53.948326746,1,1,0,0,1,81
"65661",61.76,44.48,68.97,55.7,54.12,54.57,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.5,9.6,11,10.4,10.4,55.869852405,0,1,0,0,1,81
"66748",53.22,58.13,48.62,61.18,69.69,43.48,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.2,9,8.8,11.2,8.8,40.890847845,0,1,0,0,0,81
"66778",53.22,55.71,55.9,61.18,46.84,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.6,10.2,10.2,10.2,9.4,25.40962004,1,1,0,0,0,81
"67149",57.32,58.13,50.42,52.34,51.73,61.22,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.2,10.6,11.3,10.8,9.9,61.112254583,1,1,0,0,1,81
"67311",53.22,65.16,48.62,48.97,49.32,54.57,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10,11.6,10.6,9.6,10.5,64.482575401,1,0,0,1,1,81
"69289",66.94,55.71,64.02,54.01,56.51,61.22,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.6,11.2,10.3,11.3,10.5,34.833987835,0,1,0,0,0,81
"70207",57.32,58.13,55.9,54.01,56.51,57.13,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11,10.4,10.6,11.3,11,29.252222931,0,0,0,0,0,81
"74104",53.22,78.22,54.05,41.37,46.84,52.09,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.6,9.4,9.9,11.2,10.4,31.73122845,0,1,0,0,0,81
"251351",54.31,33.72,48.89,40.66,46.28,46.51,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",7.9,8.3,9.7,8.8,9.3,51.620394673,0,0,0,0,1,81
"290221",49.19,47.67,59.76,52.34,56.51,42.2,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.5,9.8,9.5,10.1,10.2,48.463992654,1,0,0,1,1,81
"299291",55.25,60.49,54.05,50.66,51.73,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11,9.2,11.4,10.7,10.8,55.752306428,0,0,0,1,1,81
"30295",53.22,60.49,50.42,41.37,51.73,58.45,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.4,13.3,10.3,12,11.3,48.63374551,0,1,0,0,0,81
"30497",45.01,36.38,48.62,48.97,27,43.48,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.3,9.6,9.9,9.8,10.2,45.488755732,1,0,0,0,0,81
"31227",49.19,44.48,55.9,52.34,46.84,40.88,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.7,9.4,11,10.6,10.3,50.245230036,0,1,0,0,1,81
"335671",57.32,44.48,41.1,52.34,31.55,54.57,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.2,11.7,10.6,10.2,10,51.896923931,1,1,0,0,1,81
"34293",51.21,55.71,39.05,48.97,49.32,30.17,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,9.5,10.3,11.1,8.8,38.9982146,0,1,0,0,1,81
"350341",47.14,50.54,44.96,39.03,41.52,36.71,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",12,8.9,8.8,9.3,8.9,37.467893448,1,0,0,0,0,81
"369841",57.32,53.2,59.76,57.44,54.12,50.87,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.4,9.4,10.8,11.2,10.3,47.34380847,0,1,0,0,1,81
"37545",42.76,50.54,41.1,45.4,46.84,47.21,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.8,9.7,10,10.2,10.8,35.468546396,0,1,0,0,0,81
"382671",57.32,47.67,31.93,41.37,49.32,44.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.5,9.4,9.4,9.7,10.3,49.617819523,0,1,0,0,1,81
"39103",53.22,47.67,57.79,47.22,49.32,42.2,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.6,10.3,8.8,10.7,10.3,37.097088252,1,1,0,0,1,81
"42392",55.25,40.82,52.23,47.22,46.84,48.43,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.3,10.6,10.3,10.9,10.8,43.175101628,0,1,0,0,0,81
"45079",55.25,58.13,50.42,55.7,41.52,69.48,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.3,10.8,10,10.1,9.3,45.74781302,1,1,0,0,1,81
"463061",49.19,40.82,46.81,43.47,35.31,50.87,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.8,10,11.2,9.7,10.8,42.719046148,1,1,0,0,0,81
"468241",45.01,21,50.42,55.7,49.32,61.22,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,10.4,10.5,9.7,10.3,56.472207195,1,1,0,0,1,81
"468251",57.32,58.13,57.79,55.7,51.73,53.32,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.2,9.9,9.5,11.2,10.8,62.335546992,0,1,0,0,1,81
"468341",45.01,62.82,59.76,54.01,54.12,53.32,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.2,11.2,10,11,9.8,63.13701248,1,0,0,1,1,81
"482571",45.01,55.71,52.23,47.22,46.84,47.21,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.7,8.6,10,10,9.5,45.749164829,0,1,0,0,0,81
"49185",53.22,62.82,44.96,52.34,58.93,58.45,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.4,10.3,10.8,11.5,11.8,41.307412437,0,1,0,0,1,81
"53147",55.25,44.48,50.42,48.97,56.51,52.09,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.9,9.4,11.6,10.2,11.6,48.956973204,0,1,0,0,0,81
"533651",42.76,58.13,54.05,48.97,54.12,79.55,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.7,9.6,8.1,11.1,8.9,30.807843232,0,1,0,0,1,81
"533881",51.21,36.38,36.86,41.37,44.26,44.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.1,9.8,10.6,10.1,10.6,39.544976254,1,0,0,0,0,81
"539691",51.21,36.38,46.81,52.34,44.26,39.54,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.8,10,10.1,10.2,9.9,42.783098011,1,1,0,0,1,81
"586451",33.01,44.76,40.9,44.08,33.42,33.35,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.7,8.7,8.6,9.1,8.6,43.886750089,1,1,0,0,1,81
"606251",53.57,60.82,36.21,53.85,56.78,44.34,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.2,10.1,10.2,9.9,10.4,29.992099514,0,0,0,0,0,81
"627931",54.66,44.96,48.2,56.05,44.84,37.51,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.8,9.7,10.2,11.4,10.8,46.019516252,0,1,0,0,0,81
"635551",58.76,52.15,50.26,50.5,39.48,26.13,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",8.8,9.6,9.5,9.7,9.5,56.327882508,0,1,0,0,1,81
"677061",52.77,47.41,62.44,54.29,47.54,44.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,9.6,10.5,10.3,9.6,40.4805408,1,1,0,0,1,81
"704601",56.79,54.43,54.29,63.57,48.41,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.2,10.3,10.5,11.8,11.6,44.818664367,0,1,0,0,1,81
"709961",52.97,54.43,47.97,55.57,53.45,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.6,11.6,10.6,10.6,10.4,57.47759755,0,1,0,0,1,81
"753811",52.97,36.42,58.3,50.5,53.45,52.09,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.7,9.7,11.2,11.1,11.5,26.920211455,1,1,0,0,0,81
"775721",51.08,63.87,58.3,53.84,48.41,53.32,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10,10.8,10.2,11.8,11.1,39.377784575,1,1,0,0,0,81
"792821",54.66,49.77,52.28,52.59,50.09,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.1,9.7,11.6,10.4,10.6,49.791548363,1,1,0,0,0,81
"793091",51.08,52.15,50.02,59.25,39.48,31.96,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,8.6,10.8,10,10.5,47.813867326,1,1,0,0,0,81
"804421",52.77,49.77,50.26,52.59,47.54,49.65,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10,10.1,9,10.9,8.7,30.552538425,0,0,0,1,1,81
"82158",54.87,59.02,58.3,48.83,39.48,47.21,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.4,10.1,11,10.1,10.7,56.124194437,1,1,0,0,1,81
"82817",42.93,47.48,54.06,53.84,53.45,55.84,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.6,11,9.9,9.8,10.5,54.917402711,1,1,0,0,1,81
"84089",48.95,44.96,62.44,44.28,57.26,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10,9.6,10.5,9.3,10,50.40962445,0,1,0,0,0,81
"84830",50.87,54.33,54.29,62.19,44.84,57.13,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.2,11.4,11.5,10.2,10.8,55.057493951,1,1,0,0,1,81
"85999",56.79,66.5,52.28,55.57,45.69,49.65,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",11.1,10.4,10.9,10.6,9,46.028320928,1,0,0,1,0,81
"86418",50.87,56.59,56.29,52.59,44.84,44.74,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",9.9,9.7,10.6,10.6,9.6,48.083273019,1,1,0,0,1,81
"88690",48.95,44.96,58.1,56.05,47.54,45.98,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.6,10.1,10.7,11.2,10.4,54.018497978,0,0,0,1,1,81
"91414",46.97,61.26,58.3,57.92,50.09,47.21,1106,"U. PEDAG. Y TEC. DE COL.","Agricultural Sciences",10.7,10.3,10,11,10.2,56.422444431,0,1,0,0,1,81
"366",61.76,60.8,44.41,59.63,54.25,46.69,1112,"U. DE CALDAS","Agricultural Sciences",10.1,11.5,10.4,12.2,11.3,52.310189235,1,0,0,0,0,86
"1003",59.31,60.8,46.91,55.8,56.61,55.93,1112,"U. DE CALDAS","Agricultural Sciences",9.9,13.3,11.8,11,12,55.282144073,1,0,0,0,1,86
"1859",61.76,51.32,48.14,52.25,49.27,46.69,1112,"U. DE CALDAS","Agricultural Sciences",8.9,10.3,10.4,11.7,11.6,58.291208662,0,0,0,0,1,86
"2161",56.97,67.77,53.2,59.63,56.61,85.62,1112,"U. DE CALDAS","Agricultural Sciences",9,13.9,10.6,11.7,11.6,60.635187107,0,1,0,0,1,86
"2695",50.2,42.62,43.12,46.96,56.61,36.7,1112,"U. DE CALDAS","Agricultural Sciences",8.7,9.9,9.3,9.9,10.1,52.664830607,0,0,0,0,1,86
"3203",50.2,58.51,49.37,48.75,46.57,50.29,1112,"U. DE CALDAS","Agricultural Sciences",11.2,10.3,10.2,10.8,10.3,57.255693095,1,0,0,0,1,86
