"","lenguaje_punt","matematicas_punt","ciencias_sociales_punt","quimica_punt","fisica_punt","ingles_punt","idj","inst_pertenece_evaluado","estu_grupo_referencia","mod_comunica_escrita_punt","mod_ingles_punt","mod_lectura_critica","mod_razona_cuantitativo_punt","mod_comp_ciudadanas_punt","inse","d.gender_F","d.tuition_3","d.tuition_5","d.tuition_4","d.titulo_A","n"
"643671",54.87,45.01,52.28,45.38,48.41,36.71,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.8,9.1,10.4,9.9,10.7,64.04358665,1,0,0,1,0,126
"647661",65.32,69.34,52.28,57.36,42.75,58.45,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.9,11.4,11.1,11.8,10.6,52.337105679,1,0,0,1,1,126
"652031",34.68,47.41,52.05,56.05,44.84,40.89,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.9,10.6,10.3,9.2,9.3,46.07259812,1,0,1,0,0,126
"666431",52.97,49.84,54.29,47.13,55.85,40.89,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.4,10.6,11,11.3,10.2,52.70399164,1,0,1,0,1,126
"678161",42.93,52.15,46.09,37.18,53.45,36.71,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",8.6,8.6,9.5,8.3,9.5,53.24557836,0,0,0,1,1,126
"70791",40.57,47.48,54.06,48.83,42.75,36.71,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10,8.7,10.7,10.7,8.8,48.183370992,0,1,0,0,1,126
"723851",48.95,36.42,39.05,49.3,41.92,81.05,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.4,11.8,10.9,9.7,9.5,61.372668683,1,0,0,1,1,126
"729671",44.91,42.36,41.43,49.3,38.68,43.48,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.9,9.5,10.4,10.2,10.2,50.870715082,1,0,1,0,0,126
"729971",54.66,63.73,56.29,59.94,61.99,76.45,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.3,11.7,10.7,10,9.5,41.911718554,0,0,0,1,1,126
"735751",48.95,36.42,52.05,44.28,44.84,42.2,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",11,9.9,10.5,10,9.8,56.037242961,1,0,1,0,0,126
"737321",60.8,59.02,52.28,57.36,48.41,67.6,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.9,12.3,11.2,11.2,11.2,58.963186458,1,1,0,0,1,126
"741621",54.66,44.96,50.26,47.67,44.84,40.89,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",8.9,9.2,10.5,8.7,9.2,55.870344179,1,0,0,1,1,126
"74190",47.18,39.56,52.28,52.16,58.23,48.43,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",8.7,10.3,10.1,9.5,9.9,46.795311284,1,0,0,1,1,126
"759951",34.68,49.77,48.2,44.28,41.92,38.31,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.5,10.1,9.1,9.6,9.6,56.535840242,0,0,0,1,0,126
"772511",52.77,47.41,50.26,50.94,54.91,58.45,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.5,10.9,11.4,10.7,11.4,65.768555014,1,0,0,1,1,126
"780081",50.87,52.06,56.07,56.05,44.84,55.84,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.9,10.8,10.8,11,10.3,55.915665208,1,0,1,0,1,126
"785011",34.94,42.39,47.97,39.51,50.98,43.48,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.4,9.4,9,9.4,10.5,53.847142624,0,1,0,0,1,126
"795341",51.08,54.43,54.29,55.57,45.69,69.48,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.1,11.4,11.2,11.4,11.1,61.630473736,0,0,0,1,0,126
"795821",51.08,42.39,46.09,41.62,45.69,43.48,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.9,9.8,9.7,10.1,10.1,43.847832764,1,0,0,1,0,126
"805231",40.57,39.56,41.64,48.83,42.75,39.11,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.4,9,9.8,8.6,8.8,41.840801084,1,0,1,0,0,126
"83360",51.08,42.39,47.97,43.56,53.45,38.31,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.3,10.1,9.3,9.1,10.1,66.105530927,1,0,0,1,1,126
"84503",45.12,52.15,43.91,48.83,48.41,39.11,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",8.7,9,10.8,11.5,8.8,51.664633973,0,0,1,0,1,126
"86659",42.93,47.48,41.64,50.5,31.16,39.11,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.3,9.6,10.2,10.4,9.7,52.862358683,0,0,0,1,1,126
"87998",51.08,54.43,46.09,55.57,42.75,45.98,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.1,10.3,10,9.5,9.7,61.009817935,1,0,1,0,1,126
"88544",47.18,56.71,52.28,43.56,42.75,40.89,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.3,10,8.8,9.9,9.5,50.922474195,1,0,1,0,1,126
"89686",51.08,49.84,54.29,53.84,42.75,57.13,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.8,10.8,10.6,10.8,9.5,53.605835534,0,0,1,0,1,126
"90052",50.87,52.06,47.97,46,34.94,52.09,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",10.5,9.9,10.3,11.5,12.5,42.057621919,0,0,0,1,1,126
"102296",48.26,58.94,53.38,52.57,53.43,50.86,1835,"U. DE CIENCIAS APL. Y AMBIENTALES UDCA.","Agricultural Sciences",9.4,9.5,10.1,11.8,10.2,54.624570147,0,0,0,1,1,126
"341",50.2,56.19,50.62,52.25,43.64,36.7,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",10.6,9.5,8.4,10.2,10.5,40.795583043,1,1,0,0,0,40
"26135",51.38,42.69,37.77,57.31,53.97,39.58,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.1,9.4,8.8,9.6,8.9,37.247961858,1,0,0,0,0,40
"33607",51.38,39.38,49.87,50.87,53.97,37.34,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",10.5,9.2,9.9,9.7,8.6,31.041484256,0,0,0,0,1,40
"42641",44.18,44.22,48.89,42.4,48.79,46.51,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.5,9.4,10.4,9,9.2,49.414896302,1,0,0,0,1,40
"43283",52.33,44.22,39.13,44.07,48.79,30.86,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.7,8.8,8.7,9.2,9.4,35.141507498,1,0,0,0,1,40
"46271",48.36,44.22,43.12,40.66,43.61,42.76,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.6,10.4,8.5,9.7,8.7,34.003051706,0,0,0,0,1,40
"66036",51.21,44.48,52.23,41.37,49.32,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.8,9.8,10.1,10.1,10.2,46.876468621,0,1,0,0,0,40
"66081",49.19,36.38,55.9,52.34,38.57,54.57,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11.8,10.3,10.2,9.5,10.6,27.395328934,1,1,0,0,1,40
"72050",47.14,50.54,61.83,55.7,64,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.1,9.7,9.4,12.2,9.9,39.185487148,0,0,0,0,0,40
"249721",56.32,54.52,58.98,52.17,40.72,46.51,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.3,9.2,10.1,10.1,12.1,33.001031685,0,0,0,0,1,40
"276991",49.19,36.38,41.1,43.47,46.84,44.74,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.9,9.2,9.1,9,8.4,32.866303793,0,0,0,0,0,40
"286681",47.14,53.2,52.23,39.03,49.32,48.43,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.8,9.2,9.6,9.4,9,42.185022348,1,1,0,0,1,40
"28978",47.14,40.82,44.96,41.37,41.52,42.2,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.9,9.2,9.7,10.7,9.1,37.247961858,1,0,0,0,1,40
"357551",37.68,21,34.51,39.03,38.57,38.15,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8,8.7,8.4,8.7,8.6,30.145197016,0,0,1,0,1,40
"36652",45.01,40.82,36.86,48.97,46.84,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",7.6,9.6,10.4,9.8,10.2,36.48264765,0,0,0,0,0,40
"376141",40.35,44.48,46.81,45.4,31.55,33.63,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.3,8.9,9.3,8.3,8.2,34.964694862,0,0,0,0,0,40
"391871",61.76,36.38,52.23,55.7,49.32,67.6,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11.6,11.6,11.4,11.5,10.6,40.149426237,1,0,0,0,1,40
"394081",47.14,36.38,34.51,41.37,44.26,48.43,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.8,9.5,9.8,9.9,9,45.778674123,1,0,0,0,0,40
"433001",34.62,58.13,39.05,45.4,38.57,42.2,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.2,9.7,10.3,8.2,8.4,37.835132979,0,1,0,0,1,40
"455101",57.32,53.2,46.81,47.22,41.52,47.21,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11,10.1,10.1,10.5,9.8,38.559018665,0,0,0,0,0,40
"466851",53.22,36.38,43.06,41.37,51.73,47.21,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",10,10.2,10.1,10.6,10.4,50.603355199,1,1,0,0,1,40
"47054",51.21,40.82,41.1,43.47,41.52,33.63,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",10.5,10.1,9.4,9.4,9.5,45.537855347,1,1,0,0,1,40
"479181",40.35,36.38,43.06,52.34,46.84,38.15,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.9,10.1,10,10.6,10.3,40.843666887,1,1,0,0,1,40
"531981",55.25,55.71,41.1,52.34,51.73,48.43,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9,9.9,10.2,10,10.5,43.727082311,1,1,0,0,1,40
"551631",42.76,55.71,36.86,45.4,38.57,42.2,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.9,9.2,9.9,10.1,9.7,34.671625818,0,1,0,0,1,40
"584161",42.26,49.95,45.2,45.71,37.58,39.07,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.7,9.1,8.3,9.7,8.4,34.475247343,0,1,0,0,1,40
"702911",40.34,52.06,36.49,40.58,47.54,36.71,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.8,9.6,8.8,9.6,8.6,34.176904312,0,1,0,0,1,40
"715711",34.68,32.82,27.15,47.67,41.92,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.2,9.1,7.1,9,9.2,35.901567388,0,1,0,0,1,40
"773051",48.95,47.41,50.02,52.59,52.53,40.89,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",10.4,9.6,10.4,11.3,10.2,57.925000757,1,1,0,0,1,40
"796811",46.97,49.77,45.87,47.67,44.84,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11.2,11.4,10.1,10.6,9.1,59.978789862,1,1,0,0,1,40
"84193",40.34,32.82,39.24,47.67,34.94,38.31,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.9,8.2,9.1,9.4,8.6,47.891574985,0,1,0,0,1,40
"85276",37.95,36.42,43.91,37.18,42.75,35.21,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.8,10,9.8,8.7,10.3,36.395077034,0,1,0,0,1,40
"86084",47.18,42.39,43.91,50.5,50.98,36.71,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11.7,8.9,8.6,10.3,7.6,38.508515874,0,1,0,0,0,40
"89660",46.97,47.41,46.09,46,41.92,36.71,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.9,9.2,8.6,9.2,8.7,26.812828037,0,0,0,0,1,40
"89680",31.01,32.82,43.91,46,34.94,33.63,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.4,9.6,8.8,9.3,10,26.899780412,0,1,0,0,0,40
"91425",47.18,45.01,46.09,59.25,45.69,45.98,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",11,11.1,11.1,10.9,10.8,46.846648639,1,1,0,0,1,40
"91463",52.77,47.41,39.05,46,47.54,37.51,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.2,8.9,10.5,10.2,9.8,29.095419386,0,1,0,0,0,40
"92989",42.72,49.77,50.26,49.3,44.84,39.11,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.4,10.2,10.9,10.4,10.8,32.543058484,0,1,0,0,1,40
"99121",43.99,61.53,57.14,49.37,45.15,39.05,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",9.3,9.2,10.3,12.3,10.6,36.61212792,0,0,0,0,1,40
"102249",41.63,49,57.14,52.83,55.56,41.68,2102,"U. NACIONAL ABIERTA Y A DISTANCIA UNAD","Agricultural Sciences",8.7,9.4,11.2,9.7,11,37.737268392,1,1,0,0,1,40
"13825",53.3,45.66,51.76,54.05,36.62,37.34,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.9,9.6,9.5,10.3,8.6,32.215272256,1,0,0,0,1,43
"14216",51.38,48.4,37.77,45.87,49.04,41.7,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9,9.5,9.2,10,8.7,44.131294952,1,0,0,0,0,43
"16450",47.41,42.69,39.97,45.87,40.3,51.56,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.8,12.8,10.8,9.2,9.4,50.654689645,1,0,0,0,1,43
"24509",47.41,48.4,44.09,44.03,43.5,37.34,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10,9.5,9.5,9.4,10.1,43.794064719,1,0,0,0,0,43
"33456",45.3,35.55,42.07,44.03,36.62,45.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.5,8.8,9,10.2,7.8,26.680606943,0,0,0,0,0,43
"35162",45.3,50.97,39.97,47.6,49.04,25.47,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8,9.5,8.7,9.6,8.3,39.437712756,0,0,0,0,0,43
"36653",61.16,55.8,47.97,44.03,32.15,49.6,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.7,9,10.2,9,10.2,32.793750786,0,0,0,0,0,43
"38456",57.14,58.15,44.09,54.05,58.68,39.58,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.2,9.5,9.4,9.7,9.6,56.877727743,0,0,0,0,1,43
"38744",45.3,35.55,46.05,23.17,49.04,39.58,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",6.9,9.8,9.3,9.9,10.3,34.329099226,0,0,0,0,0,43
"40345",47.41,58.15,37.77,54.05,56.34,41.7,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",7.6,9.5,10.4,11.3,9.8,41.674140482,0,0,0,0,0,43
"40603",45.3,30.91,44.09,39.81,49.04,41.7,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.6,9.5,9.2,9.2,9.1,27.299636349,0,0,0,0,0,43
"53633",42.76,36.38,39.05,47.22,44.26,28.24,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8,9.2,8.6,9.2,7.9,49.740338266,0,1,0,0,0,43
"60192",45.01,50.54,57.79,45.4,51.73,43.48,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.2,10.3,10.6,10.6,11.3,57.889824756,0,1,0,0,1,43
"60393",55.25,53.2,48.62,59.25,46.84,59.81,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10,8.6,8.5,11.1,9.1,50.586697074,0,0,0,0,1,43
"65006",42.76,44.48,39.05,50.66,46.84,31.96,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9,9.2,10.1,9.4,8.6,41.093967116,0,1,0,0,0,43
"65594",49.19,21,44.96,43.47,38.57,42.2,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10,9.7,9.2,10.1,9.1,42.582294826,0,0,0,0,0,43
"66718",40.35,30.49,36.86,41.37,41.52,49.65,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.6,9.6,9.7,8.8,8.6,51.078800104,1,0,0,0,0,43
"70349",47.14,30.49,39.05,45.4,38.57,49.65,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9,9.7,9.5,8.8,9.6,52.335453711,1,1,0,0,0,43
"70617",47.14,44.48,39.05,39.03,56.51,47.21,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.4,9.6,9.8,10.3,8.8,29.789253095,0,0,0,0,1,43
"71147",51.21,53.2,44.96,52.34,49.32,48.43,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.1,10.3,10.3,9.4,10,43.340505657,0,0,0,0,0,43
"72400",47.14,47.67,66.38,36.34,41.52,45.98,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.9,10.8,10.4,9.2,9.6,53.781516484,1,0,0,1,1,43
"316501",40.35,36.38,36.86,36.34,41.52,33.63,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.9,9.8,8.6,9.2,8.4,47.387425709,0,0,0,0,1,43
"444161",42.76,40.82,31.93,45.4,41.52,52.09,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.3,9.7,9.1,9.1,8.8,49.726153851,1,0,0,0,0,43
"462381",45.01,44.48,39.05,48.97,38.57,38.15,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.9,9,8.4,8.3,8.6,44.862411463,1,0,0,0,0,43
"470011",64.21,55.71,50.42,55.7,61.41,39.54,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.1,9.4,11,10.8,11.5,38.192584018,0,0,0,0,0,43
"50198",34.62,55.71,41.1,41.37,38.57,39.54,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.2,9.1,8.7,10.9,8.4,49.728733322,0,0,0,0,0,43
"502021",45.01,60.49,31.93,39.03,31.55,39.54,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.8,9.1,10.3,10.2,9.5,37.4108215,0,0,0,0,0,43
"514751",49.19,50.54,44.96,39.03,41.52,39.54,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.4,9.8,9.7,10.5,9.3,33.368948186,0,0,0,0,1,43
"53809",40.35,30.49,31.93,47.22,46.84,43.48,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.9,9.1,9.1,10.4,8.5,42.220468818,0,1,0,0,1,43
"552071",45.01,40.82,34.51,45.4,31.55,36.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.8,8.7,8.1,9.6,7.9,38.441586703,1,1,0,0,1,43
"553031",45.01,44.48,52.23,47.22,49.32,40.88,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.6,9.7,8.6,10.2,8.7,31.135484436,0,0,0,0,1,43
"706081",34.94,39.56,39.05,41.62,31.16,36.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.9,8,8.6,8.8,9,34.796970736,1,0,0,0,1,43
"784281",47.18,56.71,58.1,55.57,48.41,39.11,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",10.9,10,10.5,10.1,11,53.852126202,0,0,0,0,1,43
"81430",51.08,36.42,54.29,45.38,31.16,37.51,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",11.6,9.6,9.6,10,10.8,43.263014402,0,0,0,0,1,43
"83067",49.15,63.87,58.3,53.84,39.48,69.48,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.2,11.5,10.6,10.7,10.2,59.563135464,0,1,0,0,1,43
"84401",54.66,54.33,60.35,46,47.54,40.89,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.8,9.2,9.9,10.9,8.5,51.69822734,0,0,0,0,0,43
"85441",47.18,45.01,36.68,39.51,48.41,36.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.2,9.9,8.4,9.5,8.9,34.655389593,0,0,0,0,1,43
"89342",46.97,42.36,56.29,54.29,34.94,36.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.3,10.1,10.8,10.1,9.4,47.086247293,0,1,0,0,1,43
"90501",34.68,39.55,56.29,46,47.54,30.17,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.8,9.5,9.6,9.6,8.2,47.868933832,1,0,0,0,0,43
"90554",46.97,49.77,43.91,50.94,52.53,36.71,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.6,9.6,9.6,9.2,10.6,30.664751738,0,1,0,0,1,43
"90713",47.18,42.39,39.24,37.18,42.75,40.89,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.8,9.6,8.6,7.9,7.9,51.459159354,0,1,0,0,0,43
"91117",47.18,49.84,41.64,47.13,31.16,43.48,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",9.2,9.2,8.1,9.2,7.4,31.062063082,0,0,0,0,1,43
"92953",45.12,49.84,48.2,50.5,55.85,37.51,2207,"INST. UNIVERSITARIO DE LA PAZ","Agricultural Sciences",8.2,9.4,8.6,9.4,9.4,40.36278488,0,0,0,0,0,43
"3505",45.57,56.19,45.67,43.19,56.61,65.59,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",11.1,13.6,10.6,9.7,9.4,61.28814138,1,0,1,0,1,37
"8160",55.21,65.25,63.97,50.87,63.43,69.4,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.5,14.4,11.5,11.7,12.8,71.496971121,1,0,1,0,1,37
"8263",74.87,67.77,66.39,57.31,61.03,94.27,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",11,13.3,13.5,12.8,12,67.578919457,1,0,1,0,1,37
"15360",51.38,65.25,46.05,50.87,51.55,62.81,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.4,11.8,10,10.2,10.1,60.287204462,1,0,1,0,1,37
"17759",51.38,42.69,46.05,45.87,56.34,43.74,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.8,10.2,9.9,10.9,9.3,60.470925224,1,0,1,0,1,37
"20890",55.21,45.66,53.67,54.05,43.5,47.66,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",8.8,10.5,10.8,10.6,10.2,58.962673633,1,0,1,0,1,37
"22070",59.11,70.42,55.59,57.31,53.97,74.16,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",12.4,13.9,12.4,11.7,11.3,67.673681434,1,0,1,0,1,37
"29887",53.3,53.42,51.76,50.87,53.97,74.16,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",10.6,13.3,9.8,10.5,10.6,65.023942035,0,0,0,1,1,37
"31038",63.33,60.48,51.76,47.6,46.37,74.16,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.9,12.8,12,11.5,12.1,67.062071244,0,0,1,0,1,37
"49527",55.25,60.49,59.76,54.01,61.41,88.67,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",7.8,13.3,11.1,10.2,10.4,68.558083369,0,0,1,0,1,37
"49571",53.22,55.71,61.83,50.66,49.32,58.45,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",11.3,12.3,10.8,10.7,10.9,69.38902947,0,0,1,0,1,37
"52618",51.21,47.67,59.76,52.34,58.93,76.45,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.3,14.3,10.8,10.1,11.1,67.232118465,0,0,1,0,1,37
"58680",55.25,47.67,54.05,47.22,49.32,45.98,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",11.9,10.1,10.3,10.7,10.7,64.528832616,1,0,1,0,1,37
"68806",61.76,62.82,59.76,59.25,51.73,62.69,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",10.3,11.4,10,10.5,10.7,66.007076793,0,0,1,0,1,37
"23705",58.39,47.01,43.12,44.07,40.72,73.55,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",12,12.7,9.4,9.8,9,61.29064588,0,0,1,0,1,37
"272871",55.25,55.71,50.42,33.07,58.93,43.48,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",8.2,10,10.1,10.2,10.6,58.359324384,0,0,1,0,1,37
"274301",55.25,53.2,61.83,48.97,44.26,65.86,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",10.4,11.5,10.3,11.7,10.5,66.621185072,1,0,1,0,1,37
"28735",42.76,55.71,34.51,47.22,49.32,59.81,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",9.3,10.6,9.8,11,9.5,65.191228828,0,0,1,0,1,37
"30127",66.94,47.67,52.23,47.22,54.12,67.6,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",7.2,11.6,11.2,10.4,10,57.768092294,1,0,1,0,1,37
"30244",59.48,65.16,48.62,55.7,58.93,83.41,2708,"INST. DE CIENCIAS DE LA SALUD","Agricultural Sciences",8.3,11.9,11.2,11.2,11.1,67.633064543,0,0,1,0,1,37
